"scenario_id","residual_loss"
"sha256:ff2d3-r2j-00119","15081.91934884897"
"sha256:ff2d3-r2j-00120","35337.771201835305"
"sha256:ff2d3-r2j-00121","28563.15148195444"
"sha256:ff2d3-r2j-00122","38825.58524076792"
"sha256:ff2d3-r2j-00123","19962.26460417486"
"sha256:ff2d3-r2j-00124","60933.22016718393"
"sha256:ff2d3-r2j-00125","29801.982082503746"
"sha256:ff2d3-r2j-00126","29950.351067290932"
"sha256:ff2d3-r2j-00127","15144.129955318695"
"sha256:ff2d3-r2j-00128","55529.91426702276"
"sha256:ff2d3-r2j-00129","29950.351067290932"
"sha256:ff2d3-r2j-00130","18379.072946407563"
"sha256:ff2d3-r2j-00131","39387.37305111947"
"sha256:ff2d3-r2j-00132","21399.26981434427"
"sha256:ff2d3-r2j-00133","-33638.22320106863"
"sha256:ff2d3-r2j-00134","60008.85613632455"
"sha256:ff2d3-r2j-00135","29950.351067290932"
"sha256:ff2d3-r2j-00136","46559.808808004236"
"sha256:ff2d3-r2j-00137","12542.845418689973"
"sha256:ff2d3-r2j-00138","27070.9784051478"
"sha256:ff2d3-r2j-00139","26780.675654976898"
"sha256:ff2d3-r2j-00140","75024.87582629037"
"sha256:ff2d3-r2j-00141","29950.351067290932"
"sha256:ff2d3-r2j-00142","28760.999342527826"
"sha256:ff2d3-r2j-00143","25336.39588283334"
"sha256:ff2d3-r2j-00144","17852.345256344088"
"sha256:ff2d3-r2j-00145","26884.86204818979"
"sha256:ff2d3-r2j-00146","51800.937694415334"
"sha256:ff2d3-r2j-00147","55120.1644055018"
"sha256:ff2d3-r2j-00148","32032.004563839204"
"sha256:ff2d3-r2j-00149","20251.045728682948"
"sha256:ff2d3-r2j-00150","29950.351067290932"
"sha256:ff2d3-r2j-00151","22464.758342623383"
"sha256:ff2d3-r2j-00152","29950.351067290932"
"sha256:ff2d3-r2j-00153","65727.81228036752"
"sha256:ff2d3-r2j-00154","20799.642527364602"
"sha256:ff2d3-r2j-00155","6867.565447036224"
"sha256:ff2d3-r2j-00156","28440.102536591203"
"sha256:ff2d3-r2j-00157","31379.778739937836"
"sha256:ff2d3-r2j-00158","10856.98502631479"
"sha256:ff2d3-r2j-00159","57796.472834713226"
"sha256:ff2d3-r2j-00160","15414.448236959317"
"sha256:ff2d3-r2j-00161","39807.13551415659"
"sha256:ff2d3-r2j-00162","7107.04225692392"
"sha256:ff2d3-r2j-00163","29950.351067290932"
"sha256:ff2d3-r2j-00164","29950.351067290932"
"sha256:ff2d3-r2j-00165","22848.609681685884"
"sha256:ff2d3-r2j-00166","29950.351067290932"
"sha256:ff2d3-r2j-00167","9981.728138855986"
"sha256:ff2d3-r2j-00168","27422.81719760385"
"sha256:ff2d3-r2j-00169","26221.560711519865"
"sha256:ff2d3-r2j-00170","46856.9197855433"
"sha256:ff2d3-r2j-00171","7028.041429464203"
"sha256:ff2d3-r2j-00172","38033.166399679045"
"sha256:ff2d3-r2j-00173","47634.27430524546"
"sha256:ff2d3-r2j-00174","24321.935845799308"
"sha256:ff2d3-r2j-00175","20912.516749190763"
"sha256:ff2d3-r2j-00176","29950.351067290932"
"sha256:ff2d3-r2j-00177","49002.31606986947"
"sha256:ff2d3-r2j-00178","30706.85116838041"
"sha256:ff2d3-r2j-00179","29950.351067290932"
"sha256:ff2d3-r2j-00180","53780.739480562836"
"sha256:ff2d3-r2j-00181","-8845.106689639797"
"sha256:ff2d3-r2j-00182","-12812.089437486793"
"sha256:ff2d3-r2j-00183","-26788.463080240384"
"sha256:ff2d3-r2j-00184","35061.78182195249"
"sha256:ff2d3-r2j-00185","29950.351067290932"
"sha256:ff2d3-r2j-00186","66091.95259779916"
"sha256:ff2d3-r2j-00187","53747.76331320444"
"sha256:ff2d3-r2j-00188","-8833.17250686392"
"sha256:ff2d3-r2j-00189","8299.899729822784"
"sha256:ff2d3-r2j-00190","29950.351067290932"
"sha256:ff2d3-r2j-00191","30089.453473792702"
"sha256:ff2d3-r2j-00192","22066.81728998056"
"sha256:ff2d3-r2j-00193","26836.123031090407"
"sha256:ff2d3-r2j-00194","48521.953147579436"
"sha256:ff2d3-r2j-00195","17005.818548897798"
"sha256:ff2d3-r2j-00196","29950.351067290932"
"sha256:ff2d3-r2j-00197","32787.09369357553"
"sha256:ff2d3-r2j-00198","31153.513475437983"
"sha256:ff2d3-r2j-00199","50664.68725746713"
"sha256:ff2d3-r2j-00200","29950.351067290932"
"sha256:ff2d3-r2j-00201","29950.351067290932"
"sha256:ff2d3-r2j-00202","45503.74123962046"
"sha256:ff2d3-r2j-00203","10458.212321497587"
"sha256:ff2d3-r2j-00204","29950.351067290932"
"sha256:ff2d3-r2j-00205","26511.589676729825"
"sha256:ff2d3-r2j-00206","1025.8704969202518"
"sha256:ff2d3-r2j-00207","29950.351067290932"
"sha256:ff2d3-r2j-00208","28135.271804993685"
"sha256:ff2d3-r2j-00209","29950.351067290932"
"sha256:ff2d3-r2j-00210","-17642.168506870024"
"sha256:ff2d3-r2j-00211","29950.351067290932"
"sha256:ff2d3-r2j-00212","47814.613411800616"
"sha256:ff2d3-r2j-00213","43183.890602977044"
"sha256:ff2d3-r2j-00214","47722.30266796518"
"sha256:ff2d3-r2j-00215","26984.63133537241"
"sha256:ff2d3-r2j-00216","29006.047715133143"
"sha256:ff2d3-r2j-00217","31843.980319014983"
"sha256:ff2d3-r2j-00218","18341.357768966147"
